text_id,text,label,source_type,created_at,clean_text
green-0200,The weekly newsletter highlights upcoming product webinars and customer stories.,green,news,2026-03-13,the weekly newsletter highlights upcoming product webinars and customer stories
red-0073,A paste site appears to expose internal tokens connected to OpenGate environments.,red,review,2026-04-30,a paste site appears to expose internal tokens connected to opengate environments
red-0088,Several users claim that BrightPanel access was compromised after a suspicious reset campaign.,red,review,2026-04-17,several users claim that brightpanel access was compromised after a suspicious reset campaign
red-0128,Multiple reports describe unauthorized withdrawals after account takeover on PayLink.,red,forum,2026-03-25,multiple reports describe unauthorized withdrawals after account takeover on paylink
green-0091,A user asks how to change notification settings in the OpenGate mobile app.,green,news,2026-01-31,a user asks how to change notification settings in the opengate mobile app
green-0093,The weekly newsletter highlights upcoming product webinars and customer stories.,green,review,2026-01-07,the weekly newsletter highlights upcoming product webinars and customer stories
orange-0179,Some customers mention suspicious emails that look similar to Northstar notifications.,orange,forum,2026-02-27,some customers mention suspicious emails that look similar to northstar notifications
orange-0021,A community member asks if recent security warnings from CloudDesk are legitimate.,orange,review,2026-03-02,a community member asks if recent security warnings from clouddesk are legitimate
green-0083,Users discuss preferred dashboard layouts and reporting exports in SecureHub.,green,support_thread,2026-04-09,users discuss preferred dashboard layouts and reporting exports in securehub
red-0014,Several users claim that Northstar access was compromised after a suspicious reset campaign.,red,public_post,2026-03-26,several users claim that northstar access was compromised after a suspicious reset campaign
green-0184,A blog post explains basic account settings and profile customization.,green,forum,2026-02-18,a blog post explains basic account settings and profile customization
green-0122,A blog post explains basic account settings and profile customization.,green,public_post,2026-02-23,a blog post explains basic account settings and profile customization
orange-0150,Several users report unusual login prompts when trying to access Northstar.,orange,review,2026-01-27,several users report unusual login prompts when trying to access northstar
orange-0017,A support forum shows a sudden increase in complaints about blocked accounts on Northstar.,orange,public_post,2026-01-12,a support forum shows a sudden increase in complaints about blocked accounts on northstar
orange-0058,A support forum shows a sudden increase in complaints about blocked accounts on OpenGate.,orange,news,2026-02-17,a support forum shows a sudden increase in complaints about blocked accounts on opengate
orange-0191,Several users report unusual login prompts when trying to access OpenGate.,orange,public_post,2026-02-09,several users report unusual login prompts when trying to access opengate
orange-0046,A community member asks if recent security warnings from BrightPanel are legitimate.,orange,public_post,2026-02-19,a community member asks if recent security warnings from brightpanel are legitimate
orange-0145,Posts about DataPilot show rising frustration after unexplained session timeouts.,orange,news,2026-03-19,posts about datapilot show rising frustration after unexplained session timeouts
red-0176,Users report confirmed malware links sent through official-looking MarketBoard support messages.,red,review,2026-02-13,users report confirmed malware links sent through official looking marketboard support messages
green-0153,The release notes describe visual improvements and accessibility fixes.,green,news,2026-04-04,the release notes describe visual improvements and accessibility fixes
green-0124,A blog post explains basic account settings and profile customization.,green,public_post,2026-04-01,a blog post explains basic account settings and profile customization
orange-0008,"Users describe repeated password reset messages, but no confirmed breach is reported.",orange,review,2026-04-01,users describe repeated password reset messages but no confirmed breach is reported
red-0004,Several users claim that SecureHub access was compromised after a suspicious reset campaign.,red,support_thread,2026-01-30,several users claim that securehub access was compromised after a suspicious reset campaign
red-0048,Multiple reports describe unauthorized withdrawals after account takeover on SecureHub.,red,forum,2026-01-01,multiple reports describe unauthorized withdrawals after account takeover on securehub
green-0045,The release notes describe visual improvements and accessibility fixes.,green,news,2026-02-09,the release notes describe visual improvements and accessibility fixes
red-0013,A public message threatens to publish private customer data from OpenGate tonight.,red,public_post,2026-03-15,a public message threatens to publish private customer data from opengate tonight
green-0152,A blog post explains basic account settings and profile customization.,green,forum,2026-01-25,a blog post explains basic account settings and profile customization
red-0149,Public post mentions leaked BrightPanel credentials and active exploitation attempts.,red,support_thread,2026-03-17,public post mentions leaked brightpanel credentials and active exploitation attempts
green-0032,A blog post explains basic account settings and profile customization.,green,public_post,2026-04-14,a blog post explains basic account settings and profile customization
green-0010,A customer shares a positive onboarding experience with the Northstar support team.,green,support_thread,2026-02-20,a customer shares a positive onboarding experience with the northstar support team
red-0021,Multiple reports describe unauthorized withdrawals after account takeover on OpenGate.,red,forum,2026-04-18,multiple reports describe unauthorized withdrawals after account takeover on opengate
red-0103,Users report confirmed malware links sent through official-looking MarketBoard support messages.,red,public_post,2026-04-16,users report confirmed malware links sent through official looking marketboard support messages
orange-0183,A support forum shows a sudden increase in complaints about blocked accounts on BrightPanel.,orange,review,2026-02-22,a support forum shows a sudden increase in complaints about blocked accounts on brightpanel
red-0137,Multiple reports describe unauthorized withdrawals after account takeover on MarketBoard.,red,review,2026-02-12,multiple reports describe unauthorized withdrawals after account takeover on marketboard
red-0113,Public post mentions leaked SecureHub credentials and active exploitation attempts.,red,news,2026-02-16,public post mentions leaked securehub credentials and active exploitation attempts
orange-0050,Posts about PayLink show rising frustration after unexplained session timeouts.,orange,news,2026-01-10,posts about paylink show rising frustration after unexplained session timeouts
orange-0018,Several users report unusual login prompts when trying to access MarketBoard.,orange,forum,2026-03-15,several users report unusual login prompts when trying to access marketboard
red-0180,Community moderators warn that attackers are actively bypassing two-factor checks on DataPilot.,red,forum,2026-04-12,community moderators warn that attackers are actively bypassing two factor checks on datapilot
red-0054,A paste site appears to expose internal tokens connected to OpenGate environments.,red,news,2026-02-24,a paste site appears to expose internal tokens connected to opengate environments
green-0025,The weekly newsletter highlights upcoming product webinars and customer stories.,green,review,2026-03-09,the weekly newsletter highlights upcoming product webinars and customer stories
red-0147,A paste site appears to expose internal tokens connected to OpenGate environments.,red,news,2026-03-27,a paste site appears to expose internal tokens connected to opengate environments
red-0019,A forum thread shares administrator passwords related to SecureHub and asks others to test them.,red,news,2026-01-21,a forum thread shares administrator passwords related to securehub and asks others to test them
red-0122,A forum thread shares administrator passwords related to CloudDesk and asks others to test them.,red,support_thread,2026-02-06,a forum thread shares administrator passwords related to clouddesk and asks others to test them
orange-0003,Several users report unusual login prompts when trying to access CloudDesk.,orange,public_post,2026-04-08,several users report unusual login prompts when trying to access clouddesk
red-0066,Community moderators warn that attackers are actively bypassing two-factor checks on PayLink.,red,review,2026-01-25,community moderators warn that attackers are actively bypassing two factor checks on paylink
green-0186,A customer shares a positive onboarding experience with the PayLink support team.,green,public_post,2026-04-04,a customer shares a positive onboarding experience with the paylink support team
green-0038,The release notes describe visual improvements and accessibility fixes.,green,review,2026-01-16,the release notes describe visual improvements and accessibility fixes
red-0050,Users report confirmed malware links sent through official-looking CloudDesk support messages.,red,public_post,2026-03-07,users report confirmed malware links sent through official looking clouddesk support messages
orange-0013,A support forum shows a sudden increase in complaints about blocked accounts on MarketBoard.,orange,forum,2026-02-26,a support forum shows a sudden increase in complaints about blocked accounts on marketboard
orange-0140,A growing thread complains about delayed account verification on SecureHub.,orange,news,2026-02-18,a growing thread complains about delayed account verification on securehub
green-0126,A customer shares a positive onboarding experience with the OpenGate support team.,green,news,2026-01-23,a customer shares a positive onboarding experience with the opengate support team
orange-0106,Some customers mention suspicious emails that look similar to MarketBoard notifications.,orange,public_post,2026-04-13,some customers mention suspicious emails that look similar to marketboard notifications
red-0197,Several users claim that CloudDesk access was compromised after a suspicious reset campaign.,red,news,2026-02-21,several users claim that clouddesk access was compromised after a suspicious reset campaign
green-0165,Users discuss preferred dashboard layouts and reporting exports in CloudDesk.,green,review,2026-03-23,users discuss preferred dashboard layouts and reporting exports in clouddesk
green-0101,The company announced a new interface update for CloudDesk with minor usability changes.,green,public_post,2026-02-25,the company announced a new interface update for clouddesk with minor usability changes
green-0133,A customer shares a positive onboarding experience with the BrightPanel support team.,green,review,2026-04-15,a customer shares a positive onboarding experience with the brightpanel support team
red-0038,Public post mentions leaked OpenGate credentials and active exploitation attempts.,red,forum,2026-03-04,public post mentions leaked opengate credentials and active exploitation attempts
orange-0002,A support forum shows a sudden increase in complaints about blocked accounts on BrightPanel.,orange,support_thread,2026-02-09,a support forum shows a sudden increase in complaints about blocked accounts on brightpanel
green-0079,A user asks how to change notification settings in the PayLink mobile app.,green,support_thread,2026-03-17,a user asks how to change notification settings in the paylink mobile app
orange-0124,A public review mentions unexpected payment declines and asks whether others saw the same issue.,orange,review,2026-02-10,a public review mentions unexpected payment declines and asks whether others saw the same issue
orange-0045,"Users describe repeated password reset messages, but no confirmed breach is reported.",orange,review,2026-01-06,users describe repeated password reset messages but no confirmed breach is reported
red-0151,A forum thread shares administrator passwords related to DataPilot and asks others to test them.,red,forum,2026-01-24,a forum thread shares administrator passwords related to datapilot and asks others to test them
red-0089,Public post mentions leaked Northstar credentials and active exploitation attempts.,red,public_post,2026-02-12,public post mentions leaked northstar credentials and active exploitation attempts
